date,channel_id,category_id,supplier_id,status,revenue,cost,commission,count
9/4/2020,1,3,26,1,1779330,1774770,53380,5
9/4/2020,1,1,35,1,1485650,1468507,0,2241
9/4/2020,1,21,8,0,70965,71884,2129,1
9/4/2020,1,4,33,1,124945,111098,0,24
9/4/2020,1,9,8,1,475130,471905,0,23
9/4/2020,1,4,6,0,998835,995525,0,6
9/4/2020,1,6,29,1,473830,458420,0,50
9/4/2020,1,8,3,1,1395120,1711700,0,692
9/4/2020,1,15,15,1,564655,549895,0,14
9/4/2020,1,1,35,0,1648115,1647885,32960,12
9/4/2020,1,4,6,1,942600,883606,9426,239
9/4/2020,1,6,3,1,1672780,1661053,0,29
9/4/2020,1,8,6,1,65985,29395,0,73
9/4/2020,1,2,1,0,1966040,1966005,0,1
9/4/2020,20,4,3,0,1615595,1615614,48470,2
9/4/2020,20,4,3,1,202795,190431,4056,139
9/4/2020,34,6,3,0,295940,296030,0,6
9/4/2020,34,6,29,1,1849725,1845785,0,23
9/4/2020,34,6,29,0,213145,213079,0,1
9/4/2020,34,6,3,1,485025,486395,0,12
9/4/2020,34,6,18,1,114400,113650,0,11
9/4/2020,13,8,7,0,1618840,1617176,16188,9
9/4/2020,13,4,31,1,647420,18555,0,493
9/4/2020,13,8,7,1,350505,350437,0,2
9/4/2020,13,8,2,0,216185,218805,0,7
9/4/2020,13,4,3,0,432030,245470,0,1873
9/4/2020,13,8,3,1,846880,132320,0,5894
9/4/2020,13,4,3,1,1906080,-3687090,0,52255
9/4/2020,13,8,6,1,1541200,1540180,0,3
9/4/2020,13,8,3,0,1678235,3462448,0,578
9/4/2020,7,9,17,1,1459335,1464605,43780,27
9/4/2020,7,9,8,1,346815,-231105,0,233
9/4/2020,7,9,21,1,1478185,1476530,0,1
9/4/2020,7,9,8,0,686240,662080,6860,11
9/4/2020,11,21,8,1,168435,167005,5053,3
9/4/2020,11,9,8,1,1459425,1458975,29189,3
9/4/2020,11,6,18,1,1880375,1844965,0,3219
9/4/2020,11,6,18,0,762550,761153,0,134
9/4/2020,2,6,18,0,43145,42951,1294,2
9/4/2020,2,6,18,1,826580,823449,0,196
9/4/2020,2,8,3,1,1185605,1185545,23712,1
9/4/2020,2,4,3,1,375720,375568,3760,2
9/4/2020,2,6,3,1,690530,689610,6910,2
9/4/2020,2,5,4,1,1781835,1781533,35640,1
9/4/2020,2,4,3,0,229790,229148,2300,3
9/4/2020,2,8,7,1,1037735,1037775,31130,2
9/4/2020,10,6,3,0,1078850,1078850,10790,1
9/4/2020,10,6,18,0,791360,791310,15830,1
9/4/2020,10,6,18,1,774370,773676,23230,6
9/4/2020,10,6,3,1,1190210,1188294,0,4
9/4/2020,10,6,29,1,199310,199180,0,5
9/4/2020,8,4,3,1,1588020,1571140,0,192
9/4/2020,8,4,3,0,20475,20415,610,2
9/4/2020,38,6,18,1,1017150,1016940,10172,7
9/4/2020,9,6,18,1,1836335,1828745,0,276
9/4/2020,9,4,6,0,1764450,1764380,0,5
9/4/2020,9,7,26,1,128365,136936,2567,102
9/4/2020,9,21,8,1,409095,409375,4090,10
9/4/2020,9,19,19,1,171650,137450,1720,100
9/4/2020,9,3,2,1,1343625,1344075,26873,18
9/4/2020,9,6,18,0,273415,273289,2734,3
9/4/2020,9,4,33,1,1710760,1710630,0,3
9/4/2020,9,4,3,1,45250,59938,0,52
9/4/2020,9,4,30,1,1200450,1199940,0,3
9/4/2020,9,7,26,0,598195,597967,5980,8
9/4/2020,9,8,3,1,407480,401810,0,87
9/4/2020,9,8,6,1,1955245,1954705,19550,12
9/4/2020,9,8,33,1,1816455,1816386,0,2
9/4/2020,9,8,6,0,705190,702480,0,221
9/4/2020,9,2,1,0,115870,115905,3480,1
9/4/2020,9,4,6,1,883425,880236,26500,95
9/4/2020,9,9,8,1,4180,-9420,40,12
9/4/2020,9,4,33,0,10890,10760,110,3
9/4/2020,9,8,3,0,361170,359959,3612,5
9/4/2020,9,21,8,0,1914110,1912627,0,1
9/4/2020,9,9,8,0,248915,248505,0,1
9/4/2020,9,4,30,0,1761040,1761200,0,1
9/4/2020,6,15,15,1,85290,100630,0,26
9/4/2020,6,11,10,1,343250,70940,3430,85
9/4/2020,23,6,29,1,1354200,1352590,40630,5
9/4/2020,23,6,3,1,1076580,1076438,0,4
9/4/2020,29,6,18,1,213770,213710,0,2
9/4/2020,25,6,18,1,923750,919660,0,153
9/4/2020,25,5,4,1,780915,780150,0,3
9/4/2020,25,6,18,0,308495,308395,0,2
9/4/2020,39,6,7,0,1640500,1644630,32810,10
9/4/2020,39,5,12,1,1260540,1260547,12605,4
9/4/2020,39,6,3,1,116345,114845,2327,142
9/4/2020,39,6,3,0,1085855,1085691,0,7
9/4/2020,14,6,29,0,182770,182840,0,2
9/4/2020,14,4,6,1,156870,166910,1570,83
9/4/2020,14,8,7,0,1858365,1858985,18580,3
9/4/2020,14,4,3,0,75020,71824,0,21
9/4/2020,14,8,3,1,1947845,1879818,0,82
9/4/2020,14,6,3,1,632790,625760,0,62
9/4/2020,14,6,3,0,1043845,1043545,20877,3
9/4/2020,14,6,18,0,318270,318220,9548,4
9/4/2020,14,9,8,1,1391140,1392490,0,18
9/4/2020,14,8,3,0,200510,168270,0,18
9/4/2020,14,4,3,1,769340,756496,0,299
9/4/2020,14,6,29,1,997730,985810,9980,186
9/4/2020,14,6,18,1,471045,471415,9421,20
9/4/2020,14,9,8,0,470475,468625,14114,1
9/4/2020,4,1,3,1,1988845,1988446,0,11
9/4/2020,4,7,26,1,1825980,1826384,0,1
9/4/2020,4,4,3,0,111250,111230,0,2
9/4/2020,4,4,3,1,805425,805365,0,6
9/4/2020,4,10,9,1,1969590,1962693,19700,2
9/4/2020,17,10,9,1,1746505,1734474,34930,3
9/4/2020,17,8,2,0,1663165,1663210,0,2
9/4/2020,17,21,8,1,333440,330740,3334,4
9/4/2020,17,1,3,1,1397710,1397060,0,5
9/4/2020,17,8,3,1,1382100,1374273,27642,19
9/4/2020,17,4,30,1,40000,39477,0,8
9/4/2020,17,4,3,1,1069010,1053857,0,147
9/4/2020,17,4,3,0,965805,957970,0,22
9/4/2020,17,4,6,1,1257135,1256882,0,13
9/4/2020,17,19,19,1,602005,604815,0,2
9/4/2020,17,8,6,1,1628470,1628560,32570,3
9/4/2020,28,4,3,0,1675455,1676407,16750,12
9/4/2020,28,4,6,1,6535,6478,0,8
9/4/2020,28,6,18,1,724900,724900,0,1
9/4/2020,28,4,31,0,1253840,1253899,0,26
9/4/2020,28,4,31,1,691885,693475,0,377
9/4/2020,28,4,3,1,303445,303445,0,3
9/4/2020,5,4,3,0,265810,259670,0,460
9/4/2020,5,4,6,1,1148345,1071800,0,1575
9/4/2020,5,4,33,0,184425,183877,0,4
9/4/2020,5,1,3,1,1316785,1316205,39500,5755
9/4/2020,5,4,30,1,140895,118375,0,179
9/4/2020,5,1,3,0,1643360,1641880,16430,286
9/4/2020,5,4,3,1,1580185,1459972,47406,7544
9/4/2020,5,4,33,1,1257890,1259340,0,39
9/4/2020,5,4,6,0,1721035,1718895,17210,43
9/4/2020,3,19,19,1,78820,80190,790,36
9/4/2020,3,4,6,1,357340,346354,0,152
9/4/2020,3,6,18,1,1502290,1501110,30046,38
9/4/2020,3,4,3,0,1032065,1032135,0,65
9/4/2020,3,3,2,1,1640805,1636345,49224,9
9/4/2020,3,4,3,1,1592240,1594862,0,505
9/4/2020,3,4,6,0,110520,110390,0,5
9/4/2020,43,4,3,0,99045,97583,0,21
9/4/2020,43,8,3,0,590800,590624,17724,3
9/4/2020,43,8,3,1,820750,814388,0,6
9/4/2020,43,4,6,1,1979275,1978905,39586,5
9/4/2020,43,4,3,1,1536995,1532965,0,159
9/4/2020,43,1,3,1,1393325,1392579,0,28
9/4/2020,43,5,12,1,693270,693270,20800,1
9/4/2020,43,8,7,0,73625,73969,1470,2
9/4/2020,43,4,6,0,896840,896764,0,1
9/4/2020,33,9,8,1,45060,45460,451,7
9/4/2020,33,11,10,1,475945,357535,14280,35
9/4/2020,33,19,19,1,339590,331510,0,25
9/4/2020,33,7,26,1,1088450,1087760,10880,6
9/5/2020,1,6,29,1,1221625,1208555,0,46
9/5/2020,1,1,35,0,1573885,1573293,0,12
9/5/2020,1,7,26,0,929855,925275,0,3
9/5/2020,1,7,24,1,905375,905985,0,1
9/5/2020,1,19,19,1,1041720,1013300,0,73
9/5/2020,1,2,4,1,306645,306565,0,1
9/5/2020,1,11,10,1,449725,448145,13490,1
9/5/2020,1,15,15,1,406665,408165,0,9
9/5/2020,1,1,35,1,1566185,1500629,0,2949
9/5/2020,1,8,7,0,495875,493295,14876,23
9/5/2020,1,7,26,1,814905,768947,0,45
9/5/2020,1,8,7,1,1033310,1007706,0,86
9/5/2020,1,8,3,0,910830,640827,0,186
9/5/2020,1,9,20,1,259460,160896,0,16
9/5/2020,1,3,26,0,1894380,1892352,0,1
9/5/2020,1,4,3,1,1765435,974963,0,5714
9/5/2020,1,5,14,1,1293085,1253575,12930,21
9/5/2020,1,20,20,1,533415,533725,0,1
9/5/2020,1,9,20,0,1056430,1053484,0,1
9/5/2020,1,17,18,0,801800,801800,24054,5
9/5/2020,1,5,12,1,1140510,1005950,0,690
9/5/2020,1,3,26,1,1371440,1363522,0,6
9/5/2020,1,5,4,1,207780,241250,0,14
9/5/2020,1,4,6,1,1572140,1554940,0,425
9/5/2020,1,6,3,1,679545,663815,0,56
9/5/2020,1,12,11,1,98210,105210,0,11
9/5/2020,1,19,4,1,320490,320490,6410,1
9/5/2020,1,21,8,1,858670,864360,0,12
9/5/2020,1,4,6,0,1910700,1909860,57321,8
9/5/2020,1,5,14,0,1855045,1855245,0,3
9/5/2020,1,4,30,0,230130,240850,0,90
9/5/2020,1,8,6,0,1108255,1102965,0,20
9/5/2020,1,9,17,1,1820205,1816755,0,9
9/5/2020,1,25,26,1,553190,550805,0,1
9/5/2020,1,9,8,1,1814595,1777075,54440,73
9/5/2020,1,4,3,0,1685455,1639185,33710,290
9/5/2020,1,8,6,1,1129245,1102125,11292,55
9/5/2020,1,18,4,1,512180,512180,10244,7
9/5/2020,1,6,3,0,1869060,1868870,0,1
9/5/2020,1,8,3,1,1856845,535855,18568,784
9/5/2020,1,14,13,1,953120,936400,19060,19
9/5/2020,1,4,7,0,1473395,1472824,0,1
9/5/2020,1,4,30,1,124730,129744,0,1602
9/5/2020,1,17,18,1,1120820,1120820,33625,512
9/5/2020,1,8,1,0,932005,928964,0,6
9/5/2020,1,16,16,1,378105,410030,0,18
9/5/2020,1,10,9,1,1779345,1438104,0,176
9/5/2020,20,4,3,1,1675375,1665905,50260,99
9/5/2020,20,4,3,0,316240,315330,0,7
9/5/2020,34,6,29,1,786205,786578,7860,26
9/5/2020,34,6,3,1,1090900,1094470,10909,17
9/5/2020,34,6,18,1,1130005,1129655,33900,13
9/5/2020,13,4,3,1,876835,3579945,8768,27588
9/5/2020,13,4,31,1,240840,177370,0,1432
9/5/2020,13,8,3,0,1067810,3108595,32034,531
9/5/2020,13,8,3,1,1662970,-1621930,33260,6269
9/5/2020,13,8,7,0,790535,792505,0,11
9/5/2020,13,8,2,0,489305,489175,4890,10
9/5/2020,13,4,3,0,1501225,1661403,30020,1430
9/5/2020,13,8,6,1,983485,981237,0,3
9/5/2020,13,8,7,1,471500,471460,4720,6
9/5/2020,13,4,31,0,14860,-2670,0,18
9/5/2020,7,9,21,1,990230,988540,9902,1
9/5/2020,7,9,8,0,313410,313060,9402,2
9/5/2020,7,9,8,1,1394515,821015,41835,173
9/5/2020,7,9,17,1,1401910,1393510,28038,15
9/5/2020,11,6,18,1,1054130,1011140,10540,5920
9/5/2020,11,6,18,0,1318125,1318605,0,52
9/5/2020,2,6,3,1,413150,413042,4130,1
9/5/2020,2,6,18,1,729195,719133,14580,68
9/5/2020,2,4,3,1,405350,405143,8110,7
9/5/2020,2,5,4,1,1996820,1996234,19970,1
9/5/2020,2,6,18,0,1113100,1113108,11131,1
9/5/2020,10,6,18,1,1867260,1867007,0,1
9/5/2020,10,6,29,1,774980,774970,0,2
9/5/2020,10,6,3,1,1873970,1874258,0,6
9/5/2020,8,4,3,0,753685,752639,15070,12
9/5/2020,8,4,3,1,52805,44211,0,101
9/5/2020,38,6,18,1,1243920,1243259,0,18
9/5/2020,9,4,3,1,1924025,1924045,0,183
9/5/2020,9,4,3,0,137750,136624,1380,45
9/5/2020,9,6,18,1,1893495,1902975,0,488
9/5/2020,9,7,26,1,1054220,1047090,10542,62
9/5/2020,9,4,6,1,1955745,1956005,0,37
9/5/2020,9,7,26,0,861905,863175,17238,1
9/5/2020,9,8,6,0,369830,369780,0,5
9/5/2020,9,2,1,0,1962295,1962275,0,2
9/5/2020,9,4,6,0,213760,213590,0,2
9/5/2020,9,8,3,1,725275,747533,0,89
9/5/2020,9,21,8,0,1077600,1076990,10780,1
9/5/2020,9,8,3,0,355900,355000,0,6
9/5/2020,9,3,2,1,370240,353140,11110,24
9/5/2020,9,4,30,1,835300,840170,16706,39
9/5/2020,9,6,18,0,508945,508644,0,13
9/5/2020,9,9,8,1,249435,239762,0,22
9/5/2020,9,2,1,1,108045,107955,0,1
9/5/2020,9,21,8,1,1946985,1945736,38940,8
9/5/2020,9,19,19,1,1261105,1168055,37833,83
9/5/2020,9,8,6,1,239090,238030,7170,16
9/5/2020,6,15,15,1,1054270,1050110,21090,8
9/5/2020,6,11,10,1,921680,931760,0,75
9/5/2020,23,6,29,1,1909260,1909120,0,10
9/5/2020,23,6,3,1,707815,707649,0,11
9/5/2020,40,9,21,1,1111915,1110950,22238,2
9/5/2020,29,6,18,1,1604570,1604571,0,2
9/5/2020,25,5,4,1,84975,84813,0,1
9/5/2020,25,6,29,1,1917255,1917361,0,2
9/5/2020,25,6,18,1,527880,523259,0,145
9/5/2020,25,6,3,1,103115,101691,0,46
9/5/2020,39,6,7,0,1147100,1148188,0,9
9/5/2020,39,6,3,1,1430495,1426405,28610,58
9/5/2020,39,6,3,0,969230,969120,29080,8
9/5/2020,39,5,4,1,125635,125635,2510,1
9/5/2020,39,5,12,1,99065,99085,990,3
9/5/2020,14,8,7,0,284245,284285,8527,2
9/5/2020,14,4,3,1,1137015,1040565,22740,520
9/5/2020,14,6,18,0,1279365,1279345,25590,1
9/5/2020,14,8,3,1,1596635,1613378,0,110
9/5/2020,14,9,8,1,1911145,1950145,57330,30
9/5/2020,14,8,7,1,1215700,1207480,0,2
9/5/2020,14,8,3,0,52660,42850,0,8
9/5/2020,14,6,29,1,1586275,1584555,15860,87
9/5/2020,14,4,3,0,330880,321610,3309,24
9/5/2020,14,6,29,0,1412960,1413010,0,2
9/5/2020,14,4,6,1,101565,102063,0,30
9/5/2020,14,4,6,0,1614075,1613425,48420,2
9/5/2020,14,9,8,0,1565455,1569505,0,3
9/5/2020,14,6,3,0,679985,679670,13600,4
9/5/2020,14,6,3,1,1608435,1593985,0,52
9/5/2020,14,6,18,1,994745,994533,0,12
9/5/2020,4,10,9,1,1782770,1782210,0,2
9/5/2020,4,9,8,1,1760145,1760695,0,1
9/5/2020,4,4,3,0,542515,542465,0,4
9/5/2020,4,1,3,1,392305,392595,7850,52
9/5/2020,4,4,3,1,1743845,1743821,17438,2
9/5/2020,4,7,26,1,135210,134149,0,2
9/5/2020,17,8,7,1,735770,735655,0,1
9/5/2020,17,4,30,0,771830,771600,15437,2
9/5/2020,17,8,1,0,773345,778261,0,4
9/5/2020,17,10,9,1,1992650,1993020,59780,1
9/5/2020,17,4,3,0,1727880,1727594,0,20
9/5/2020,17,4,6,1,1493245,1493963,0,3
9/5/2020,17,4,30,1,376430,371722,0,14
9/5/2020,17,4,3,1,449035,410075,0,104
9/5/2020,17,8,3,1,189410,184337,1894,12
9/5/2020,17,1,3,1,424005,424080,4240,9
9/5/2020,28,4,31,1,1753860,1756530,0,267
9/5/2020,28,4,31,0,1542235,1542239,46267,33
9/5/2020,28,4,30,1,123785,1795,1238,2579
9/5/2020,28,4,30,0,1917190,1923623,38344,131
9/5/2020,28,6,18,1,1422965,1422945,0,1
9/5/2020,28,4,3,0,1322575,1321555,0,186
9/5/2020,28,4,3,1,1477410,1477710,29550,383
9/5/2020,28,4,6,1,370170,370170,0,1
9/5/2020,28,4,6,0,1979155,1979175,0,5
9/5/2020,5,4,31,1,1437335,1437411,0,29
9/5/2020,5,4,30,1,436800,354680,0,1095
9/5/2020,5,4,6,1,283635,200011,0,784
9/5/2020,5,4,3,0,855855,851245,17117,710
9/5/2020,5,4,3,1,1875135,1379735,0,19209
9/5/2020,5,1,3,0,429045,429245,12871,163
9/5/2020,5,4,6,0,1696555,1696551,0,4
9/5/2020,5,1,3,1,690930,683700,6909,3804
9/5/2020,5,4,30,0,12385,5185,0,18
9/5/2020,3,4,3,0,1103815,1103852,33110,66
9/5/2020,3,4,6,1,574710,573407,0,51
9/5/2020,3,6,18,0,849640,849620,16990,2
9/5/2020,3,19,19,1,1147630,1164958,0,66
9/5/2020,3,4,3,1,1022640,1022640,0,507
9/5/2020,3,3,2,1,1548560,1537530,15490,7
9/5/2020,3,6,18,1,1745810,1745681,34920,28
9/5/2020,43,4,3,1,1701630,1699661,17020,126
9/5/2020,43,8,7,1,931225,930671,0,2
9/5/2020,43,8,3,0,838175,837425,0,2
9/5/2020,43,1,3,1,1860210,1858358,18602,26
9/5/2020,43,4,3,0,983790,983300,19680,9
9/5/2020,43,4,6,1,1947130,1947070,0,1
9/5/2020,33,11,10,1,748170,723375,22445,35
9/5/2020,33,9,8,1,408450,420140,8169,11
9/5/2020,33,19,19,1,430365,443705,12910,76
9/5/2020,33,7,26,1,796160,794420,0,1
9/5/2020,33,7,26,0,1632510,1630422,0,1
9/6/2020,44,8,3,0,1977610,2066520,39550,26
9/6/2020,44,8,3,1,1338025,2081425,0,618
9/6/2020,1,4,30,0,897915,889440,26940,43
9/6/2020,1,5,12,1,198720,503870,0,336
9/6/2020,1,9,17,1,270945,270215,0,2
9/6/2020,1,6,29,1,1410030,1411782,0,34
9/6/2020,1,15,20,1,384705,384225,0,1
9/6/2020,1,5,14,1,738625,732445,0,8
9/6/2020,1,9,20,1,628785,568723,0,13
9/6/2020,1,12,11,1,1168510,1161510,0,8
9/6/2020,1,9,8,1,1066200,1083260,0,42
9/6/2020,1,8,1,0,789380,787940,0,5
9/6/2020,1,25,26,1,1259215,1259725,37776,3
9/6/2020,1,23,21,1,1237800,1236438,0,17
9/6/2020,1,4,6,0,1320150,1320080,0,37
9/6/2020,1,8,6,1,133265,130065,4000,17
9/6/2020,1,2,4,1,221975,222135,0,2
9/6/2020,1,14,13,1,1208930,1207010,24179,32
9/6/2020,1,8,3,1,860090,783800,8601,738
9/6/2020,1,4,30,1,988790,321270,9890,1182
9/6/2020,1,21,8,1,1065875,1046006,21320,7
9/6/2020,1,22,21,1,1292020,1291940,0,2
9/6/2020,1,2,1,0,1467445,1467475,14670,1
9/6/2020,1,6,3,1,1643760,1637320,0,18
9/6/2020,1,15,15,1,151980,153580,0,4
9/6/2020,1,4,6,1,1562435,1608415,0,230
9/6/2020,1,4,7,0,1717780,1716860,0,2
9/6/2020,1,4,3,0,1431965,1385405,42960,176
9/6/2020,1,23,21,0,1819225,1818119,0,2
9/6/2020,1,7,26,1,1312805,1251105,13130,33
9/6/2020,1,7,24,1,1988675,1984225,19887,3
9/6/2020,1,5,14,0,949940,949340,9499,5
9/6/2020,1,6,7,1,389520,390230,0,3
9/6/2020,1,1,35,0,913805,909965,0,51
9/6/2020,1,4,3,1,1279020,872451,0,5921
9/6/2020,1,6,29,0,1990175,1990156,0,1
9/6/2020,1,1,35,1,937040,811450,28111,1642
9/6/2020,1,18,4,1,1166075,1166075,0,6
9/6/2020,1,19,19,1,1558160,1510730,0,41
9/6/2020,1,8,6,0,1483580,1496500,0,34
9/6/2020,1,8,7,0,1795525,1794955,0,28
9/6/2020,1,8,3,0,582170,1129445,0,153
9/6/2020,1,10,9,1,531245,665505,5310,71
9/6/2020,1,8,7,1,1294705,1267425,0,80
9/6/2020,1,16,16,1,128300,115980,0,27
9/6/2020,1,5,4,1,1561685,1494590,46850,38
9/6/2020,1,3,26,1,1582895,1558000,47490,13
9/6/2020,1,17,18,1,1530865,1530865,45926,502
9/6/2020,20,4,3,0,489195,489742,0,9
9/6/2020,20,4,3,1,724035,716675,14480,56
9/6/2020,34,6,29,1,799320,799250,7993,7
9/6/2020,34,6,3,1,881365,878485,0,7
9/6/2020,34,6,18,1,352405,352310,7050,1
9/6/2020,13,8,1,0,874550,875650,0,1
9/6/2020,13,4,3,0,138090,386010,0,2075
9/6/2020,13,8,3,1,1198865,38745,0,3119
9/6/2020,13,8,2,0,781485,782325,15630,4
9/6/2020,13,8,7,0,1565575,1565517,31310,2
9/6/2020,13,8,3,0,1979275,2416215,0,1601
9/6/2020,13,8,6,1,1577695,1569677,0,17
9/6/2020,13,4,31,1,1930770,1466960,38620,507
9/6/2020,13,4,31,0,431730,452884,8635,81
9/6/2020,13,8,7,1,897110,897660,0,13
9/6/2020,13,4,3,1,1257100,-11142830,0,24003
9/6/2020,7,9,17,1,935085,936985,9350,14
9/6/2020,7,23,21,1,1542580,1295566,30852,702
9/6/2020,7,9,8,1,1066305,855725,31990,163
9/6/2020,7,9,8,0,643440,643700,6434,1
9/6/2020,11,6,18,1,1347975,1371975,0,4308
9/6/2020,11,6,18,0,1746070,1745408,34921,58
9/6/2020,2,4,3,1,1905775,1906818,57170,11
9/6/2020,2,6,18,0,836430,836350,25090,1
9/6/2020,2,6,18,1,13830,14275,280,55
9/6/2020,2,4,3,0,462915,462095,9258,1
9/6/2020,2,8,7,1,1181195,1181085,0,1
9/6/2020,2,5,4,1,1192410,1190140,23848,3
9/6/2020,10,6,18,1,1935695,1934815,0,2
9/6/2020,10,6,29,1,115590,115660,0,1
9/6/2020,8,4,3,0,366020,366230,0,6
9/6/2020,8,4,3,1,1805315,1805093,0,108
9/6/2020,38,6,18,1,355800,355156,10674,22
9/6/2020,9,7,26,0,649870,646154,0,2
9/6/2020,9,8,3,0,1072640,1072130,0,6
9/6/2020,9,4,3,1,916300,917760,0,99
9/6/2020,9,6,18,1,1286685,1272365,0,249
9/6/2020,9,7,26,1,1013935,1013360,20280,44
9/6/2020,9,6,18,0,1504015,1503957,0,3
9/6/2020,9,21,8,1,446430,451364,0,5
9/6/2020,9,8,3,1,867225,866423,8670,88
9/6/2020,9,23,21,1,348695,344155,10460,26
9/6/2020,9,9,8,1,1475510,1482710,14760,15
9/6/2020,9,3,2,1,340935,325255,0,33
9/6/2020,9,8,6,0,923105,923135,0,1
9/6/2020,9,3,2,0,798675,798795,23960,2
9/6/2020,9,19,19,1,1978960,1980725,59369,131
9/6/2020,6,11,10,1,1977865,1938025,59336,38
9/6/2020,6,11,10,0,1021065,1017495,20421,3
9/6/2020,6,15,15,1,1274995,1260855,12750,7
9/6/2020,23,6,3,1,168030,167990,0,17
9/6/2020,23,6,29,1,1128610,1114820,0,20
9/6/2020,40,21,8,1,1912400,1908077,19120,2
9/6/2020,29,6,18,1,1298785,1298806,25980,1
9/6/2020,25,5,4,1,1601040,1599700,16010,2
9/6/2020,25,6,3,0,1737810,1737651,0,13
9/6/2020,25,6,7,1,468110,469190,9360,4
9/6/2020,25,6,18,1,758065,760015,22740,71
9/6/2020,25,6,7,0,1791250,1791489,0,1
9/6/2020,25,9,8,1,1177490,1177095,35325,1
9/6/2020,14,4,3,1,158920,151670,0,482
9/6/2020,14,6,29,1,1894745,1895630,0,67
9/6/2020,14,4,3,0,1574170,1575930,31483,46
9/6/2020,14,4,6,0,1919535,1917320,0,5
9/6/2020,14,8,3,0,1564335,1564375,46930,4
9/6/2020,14,8,7,0,628090,628286,0,1
9/6/2020,14,9,8,1,1415655,1375225,0,14
9/6/2020,14,8,1,0,954150,954036,28620,2
9/6/2020,14,6,18,1,1245450,1245310,37360,14
9/6/2020,14,6,3,1,159925,163513,4800,25
9/6/2020,14,8,3,1,285985,265015,0,70
9/6/2020,14,6,3,0,1430950,1430930,0,3
9/6/2020,4,4,3,0,252010,251930,7560,1
9/6/2020,4,7,26,1,1306385,1306220,0,3
9/6/2020,4,19,19,1,163510,161010,0,1
9/6/2020,4,4,3,1,549730,549831,0,3
9/6/2020,4,1,3,1,1320510,1320450,0,46
9/6/2020,17,8,7,0,1133275,1133174,11333,1
9/6/2020,17,8,3,1,1258195,1248416,25164,26
9/6/2020,17,4,6,1,1504190,1504290,0,3
9/6/2020,17,8,7,1,963800,963070,0,2
9/6/2020,17,10,9,1,31840,31260,955,1
9/6/2020,17,4,3,1,689435,709825,6890,154
9/6/2020,17,8,1,0,1043340,1044730,0,1
9/6/2020,17,1,3,1,867090,866923,0,8
9/6/2020,17,8,6,1,636065,635795,0,6
9/6/2020,17,4,30,0,1937420,1937350,0,1
9/6/2020,17,7,26,1,543810,544260,10876,1
9/6/2020,17,19,19,1,1414115,1413581,14140,1
9/6/2020,17,4,30,1,278285,273821,0,9
9/6/2020,17,4,3,0,818045,817845,0,3
9/6/2020,28,4,3,0,901825,902615,9020,51
9/6/2020,28,4,6,0,1219500,1219500,0,3
9/6/2020,28,4,6,1,792450,792460,0,2
9/6/2020,28,4,30,1,1637140,1619677,0,822
9/6/2020,28,4,30,0,1159455,1158205,0,39
9/6/2020,28,4,31,1,415110,414410,0,162
9/6/2020,28,4,31,0,150220,149930,3000,41
9/6/2020,28,4,3,1,1875750,1783340,0,1316
9/6/2020,5,4,3,0,1212735,1218871,0,695
9/6/2020,5,1,3,0,1193125,1193105,0,14
9/6/2020,5,4,3,1,114280,188340,0,24429
9/6/2020,5,1,3,1,1361130,1356042,13611,1435
9/6/2020,5,4,6,0,949130,949130,0,10
9/6/2020,5,4,31,0,1707315,1705855,51220,47
9/6/2020,5,4,31,1,1327845,1318815,39835,635
9/6/2020,3,6,18,1,119335,119185,0,9
9/6/2020,3,19,19,1,993750,944862,0,31
9/6/2020,3,3,2,1,1818110,1812860,54543,4
9/6/2020,3,6,18,0,1123600,1123570,0,2
9/6/2020,3,23,21,1,1508310,1509210,15080,4
9/6/2020,3,4,3,0,762905,762885,7630,17
9/6/2020,3,4,3,1,1392030,1391670,0,88
9/6/2020,3,4,6,1,645300,645255,6453,11
9/6/2020,3,4,6,0,1978805,1978845,0,2
9/6/2020,43,4,3,0,1501625,1501645,15016,1
9/6/2020,43,1,3,1,1652445,1652645,33049,28
9/6/2020,43,8,3,1,1000735,992681,0,6
9/6/2020,43,4,3,1,158455,156908,0,151
9/6/2020,43,8,3,0,71820,154025,2155,5
9/6/2020,33,7,26,1,1269470,1265300,0,7
9/6/2020,33,15,15,1,1660365,1659245,49811,1
9/6/2020,33,9,8,1,195235,183160,5857,35
9/6/2020,33,11,10,0,1070530,1062550,0,2
9/6/2020,33,11,10,1,516135,501055,5160,52
9/6/2020,33,19,19,1,790520,814234,15810,24
9/6/2020,33,23,21,1,440510,439860,13220,2
9/7/2020,32,1,3,1,822195,822195,0,1
9/7/2020,1,4,3,1,1959235,3268425,39185,4701
9/7/2020,1,21,8,1,152320,137270,0,9
9/7/2020,1,6,7,1,1648170,1647350,16482,2
9/7/2020,1,8,7,0,1755720,1741812,52672,29
9/7/2020,1,4,6,0,1717315,1714443,17173,8
9/7/2020,1,15,15,1,1172090,1163150,0,3
9/7/2020,1,4,6,1,8120,-11510,80,79
9/7/2020,1,12,11,1,1837625,1810025,0,8
9/7/2020,1,8,6,0,1394340,1377309,0,57
9/7/2020,1,4,7,0,1267170,1264810,25340,4
9/7/2020,1,9,17,1,282310,282990,2823,7
9/7/2020,1,4,33,0,83150,80720,832,1
9/7/2020,1,9,20,1,1704145,1611225,0,33
9/7/2020,1,5,4,1,1139495,1003545,22790,31
9/7/2020,1,8,33,0,267385,267385,0,4
